genes,pfam_annotation,pfam_code
STRG.23708,CHGN,PF05679
STRG.40353,CHGN,PF05679
STRG.22157,CHGN,PF05679
STRG.16096,CHGN,PF05679
STRG.1439,CHGN,PF05679
STRG.30754,CHGN,PF05679
STRG.1850,CHGN,PF05679
STRG.31826,CHGN,PF05679
STRG.18885,CHGN,PF05679
STRG.35023,CHGN,PF05679
STRG.35015,CHGN,PF05679
STRG.40533,CHGN,PF05679
STRG.27171,CHGN,PF05679
STRG.27427,CHGN,PF05679
STRG.9604,CHGN,PF05679
STRG.40611,CHGN,PF05679
STRG.42005,CHGN,PF05679
STRG.38901,CHGN,PF05679
STRG.14715,CHGN,PF05679
STRG.9175,CHGN,PF05679
STRG.9496,CHGN,PF05679
STRG.40611.4,CHGN,PF05679
STRG.2030,CHGN,PF05679
STRG.4700,CHGN,PF05679
STRG.13531,CHGN,PF05679
STRG.40611.2,CHGN,PF05679
STRG.24308,CHGN,PF05679
STRG.6440,CHGN,PF05679
STRG.37426,CHGN,PF05679
STRG.8838,CHGN,PF05679
STRG.39827,CHGN,PF05679
STRG.16594,CHGN,PF05679
STRG.4848,CHGN,PF05679
STRG.6154,CHGN,PF05679
STRG.6443,CHGN,PF05679
STRG.26314,Chibby,PF14645
STRG.14654,Chitin_synth_2,PF03142
STRG.41987,Chitin_synth_2,PF03142
STRG.41990,Chitin_synth_2,PF03142
STRG.2831,Choline_transpo,PF04515
STRG.28844,Choline_transpo,PF04515
STRG.28844.2,Choline_transpo,PF04515
STRG.28844.4,Choline_transpo,PF04515
STRG.21081,CHORD,PF04968
STRG.15667,Chorein_N,PF12624
STRG.15666,Chorein_N,PF12624
STRG.19051,Chorein_N,PF12624
STRG.23306,Chorein_N,PF12624
STRG.3092,Chorein_N,PF12624
STRG.2474,Chorein_N,PF12624
STRG.9240,Chorein_N,PF12624
STRG.13271,CHRD,PF07452
STRG.26587,Chromo,PF00385
STRG.7099.1,Chromo,PF00385
STRG.15104,Chromo,PF00385
STRG.17850,Chromo,PF00385
STRG.2352,Chromo,PF00385
STRG.22875.2,Chromo,PF00385
STRG.22875.1,Chromo,PF00385
STRG.32296,Chromo,PF00385
STRG.15099,Chromo,PF00385
STRG.28918,Chromo,PF00385
STRG.33251,Chromo,PF00385
STRG.33454,Chromo,PF00385
STRG.38809,Chromo,PF00385
STRG.1286,Chromo,PF00385
STRG.16280,Chromo,PF00385
STRG.21750,Chromo,PF00385
STRG.40172.1,Chromo,PF00385
STRG.37190,Chromo,PF00385
STRG.6211,Chromo,PF00385
STRG.29552,Chromo,PF00385
STRG.4950.2,Chromo,PF00385
STRG.6023,Chromo,PF00385
STRG.32639.1,Chromo,PF00385
STRG.31260.2,Chromosome_seg,PF13889
STRG.31260,Chromosome_seg,PF13889
STRG.16811,Chromo_2,PF18704
STRG.1540,Chromo_2,PF18704
STRG.35967,Churchill,PF06573
STRG.4066.2,CH_2,PF06294
STRG.10066,CI-B14_5a,PF07347
STRG.15209,CIAPIN1,PF05093
STRG.38967,CID,PF04818
STRG.12925,CID,PF04818
STRG.9437.2,CID,PF04818
STRG.9437.3,CID,PF04818
STRG.9437,CID,PF04818
STRG.5107,CID,PF04818
STRG.39112,CID,PF04818
STRG.38277,CID,PF04818
STRG.26687,CID,PF04818
STRG.7596,CID,PF04818
STRG.21080,Cid2,PF09774
STRG.13308.2,CIDE-N,PF02017
STRG.13312,CIDE-N,PF02017
STRG.31239.1,CIDE-N,PF02017
STRG.8106.1,CIMR,PF00878
STRG.21045,CiPC,PF15800
STRG.21044,CiPC,PF15800
STRG.21042,CiPC,PF15800
STRG.11614,Cir_N,PF10197
STRG.4445.2,Cir_N,PF10197
STRG.4445,Cir_N,PF10197
STRG.17471,CITED,PF04487
STRG.219,CitMHS,PF03600
STRG.27335,CitMHS,PF03600
STRG.6672,CitMHS,PF03600
STRG.5937,CitMHS,PF03600
STRG.15583,CitMHS,PF03600
STRG.30354,CitMHS,PF03600
STRG.25095,Citrate_synt,PF00285
STRG.9262,CK1gamma_C,PF12605
STRG.43082,CKAP2_C,PF15297
STRG.11982,CKS,PF01111
STRG.10088,CKS,PF01111
STRG.10087,CKS,PF01111
STRG.11990,CKS,PF01111
STRG.20503,CKS,PF01111
STRG.30123,CK_II_beta,PF01214
STRG.24616,CLAMP,PF14769
STRG.4520,CLAMP,PF14769
STRG.41173,CLAMP,PF14769
STRG.5648,CLASP_N,PF12348
STRG.15682,CLASP_N,PF12348
STRG.3887,Clathrin,PF00637
STRG.38689,Clathrin,PF00637
STRG.9753,Clathrin,PF00637
STRG.855,Clathrin,PF00637
STRG.40121,Clathrin,PF00637
STRG.33224,Clathrin_H_link,PF13838
STRG.5263,Clathrin_lg_ch,PF01086
STRG.42178,Clat_adaptor_s,PF01217
STRG.41160,Clat_adaptor_s,PF01217
STRG.11483,Clat_adaptor_s,PF01217
STRG.27955,Clat_adaptor_s,PF01217
STRG.2464,Clat_adaptor_s,PF01217
STRG.42335,Clat_adaptor_s,PF01217
STRG.37009,Claudin_2,PF13903
STRG.21781,CLN3,PF02487
STRG.2228,CLN3,PF02487
STRG.1397,CLN3,PF02487
STRG.11881,CLN3,PF02487
STRG.2905,CLN3,PF02487
STRG.7010,CLN3,PF02487
STRG.7016,CLN3,PF02487
STRG.2228.1,CLN3,PF02487
STRG.4143,CLN3,PF02487
STRG.7011,CLN3,PF02487
STRG.11880,CLN3,PF02487
STRG.2904,CLN3,PF02487
STRG.21050,CLN3,PF02487
STRG.10849,CLN3,PF02487
STRG.20227.2,CLN3,PF02487
STRG.29444,CLN3,PF02487
STRG.7016.1,CLN3,PF02487
STRG.7016.2,CLN3,PF02487
STRG.31207,CLN3,PF02487
STRG.10961,CLN3,PF02487
STRG.40322,CLN3,PF02487
STRG.20227,CLN3,PF02487
STRG.20227.1,CLN3,PF02487
STRG.12069,CLN3,PF02487
STRG.21051,CLN3,PF02487
STRG.20227.3,CLN3,PF02487
STRG.21050.2,CLN3,PF02487
STRG.17219,CLN3,PF02487
STRG.6352,Clp1,PF06807
STRG.8030,CLP1_P,PF16575
STRG.36216,ClpS,PF02617
STRG.32988,CLPTM1,PF05602
STRG.40192,CLPTM1,PF05602
STRG.12853,CLP_protease,PF00574
STRG.3294,CLTH,PF10607
STRG.32989,CLTH,PF10607
STRG.22206,CLTH,PF10607
STRG.7645,CLTH,PF10607
STRG.3291,CLTH,PF10607
STRG.28137,CLU,PF13236
STRG.20206,Cluap1,PF10234
STRG.20160,CMAS,PF02353
STRG.4726,CMAS,PF02353
STRG.8959,CMAS,PF02353
STRG.38073,CMAS,PF02353
STRG.23533,CMAS,PF02353
STRG.32693,CMAS,PF02353
STRG.2873,CMAS,PF02353
STRG.32710,CMAS,PF02353
STRG.14154,CMAS,PF02353
STRG.20256,CMAS,PF02353
STRG.4557,CMAS,PF02353
STRG.10921,CMAS,PF02353
STRG.10920,CMAS,PF02353
STRG.17302,CMAS,PF02353
STRG.17304,CMAS,PF02353
STRG.17846,CMAS,PF02353
STRG.40738,Cmc1,PF08583
STRG.23458,Cmc1,PF08583
STRG.7587,CmcI,PF04989
STRG.190,CmcI,PF04989
STRG.248,CmcI,PF04989
STRG.249,CmcI,PF04989
STRG.2159,CMD,PF02627
STRG.9189,CMS1,PF14617
STRG.16908,Cmyb_C,PF09316
STRG.16233,Cnd1,PF12717
STRG.11806,Cnd1,PF12717
STRG.24276,Cnd2,PF05786
STRG.24276.3,Cnd2,PF05786
STRG.12571,Cnd3,PF12719
STRG.2566,CNDH2_C,PF16858
STRG.23415,CNH,PF00780
STRG.9271,CNH,PF00780
STRG.28851,CNH,PF00780
STRG.36813,CNH,PF00780
STRG.12672,CNH,PF00780
STRG.1761,Cnl2_NKP2,PF09447
STRG.11759,cNMP_binding,PF00027
STRG.22473,cNMP_binding,PF00027
STRG.35229,cNMP_binding,PF00027
STRG.31349,cNMP_binding,PF00027
STRG.10614,cNMP_binding,PF00027
STRG.8153,cNMP_binding,PF00027
STRG.41044,cNMP_binding,PF00027
STRG.16024,cNMP_binding,PF00027
STRG.5130,cNMP_binding,PF00027
STRG.37595,cNMP_binding,PF00027
STRG.15301,cNMP_binding,PF00027
STRG.6303,cNMP_binding,PF00027
STRG.519,cNMP_binding,PF00027
STRG.16024.1,cNMP_binding,PF00027
STRG.9522,cNMP_binding,PF00027
STRG.35229.2,cNMP_binding,PF00027
STRG.29171,cNMP_binding,PF00027
STRG.24657,cNMP_binding,PF00027
STRG.24735.3,cNMP_binding,PF00027
STRG.34698,cNMP_binding,PF00027
STRG.11805,cNMP_binding,PF00027
STRG.42443,cNMP_binding,PF00027
STRG.24735,cNMP_binding,PF00027
STRG.34086,cNMP_binding,PF00027
STRG.34091,cNMP_binding,PF00027
STRG.19452,cNMP_binding,PF00027
STRG.20816,cNMP_binding,PF00027
STRG.25935,cNMP_binding,PF00027
STRG.29172,cNMP_binding,PF00027
STRG.24522,cNMP_binding,PF00027
STRG.24632,cNMP_binding,PF00027
STRG.3331,cNMP_binding,PF00027
STRG.3464,cNMP_binding,PF00027
STRG.18551,cNMP_binding,PF00027
STRG.4596.1,cNMP_binding,PF00027
STRG.11540,cNMP_binding,PF00027
STRG.7307,Cnn_1N,PF07989
STRG.19809,Cnn_1N,PF07989
STRG.18884,CNOT11,PF10155
STRG.11308,CNOT1_CAF1_bind,PF16415
STRG.7198.3,CNPase,PF05881
STRG.3463,CNRIP1,PF15043
STRG.16588,CN_hydrolase,PF00795
STRG.32072,CN_hydrolase,PF00795
STRG.22780,CN_hydrolase,PF00795
STRG.12284,CN_hydrolase,PF00795
STRG.44201,Coa1,PF08695
STRG.9821.1,Coa1,PF08695
STRG.25420,CoaE,PF01121
STRG.22779,CoaE,PF01121
STRG.14845.1,Coatomer_E,PF04733
STRG.11406,Coatomer_WDAD,PF04053
STRG.7884,Coatomer_WDAD,PF04053
STRG.16844,CoA_binding,PF02629
STRG.6677,CoA_trans,PF01144
STRG.8065,CoA_trans,PF01144
STRG.33153,CoA_trans,PF01144
STRG.26620,CoA_transf_3,PF02515
STRG.20514,CoA_transf_3,PF02515
STRG.13153,Cobalamin_bind,PF01122
STRG.33468,Cobalamin_bind,PF01122
STRG.35535,Cobalamin_bind,PF01122
STRG.4153,Cobalamin_bind,PF01122
STRG.11966,Cobalamin_bind,PF01122
STRG.11969,Cobalamin_bind,PF01122
STRG.4149,Cobalamin_bind,PF01122
STRG.35537,Cobalamin_bind,PF01122
STRG.4151,Cobalamin_bind,PF01122
STRG.4150,Cobalamin_bind,PF01122
STRG.21142,COBRA1,PF06209
STRG.21142.2,COBRA1,PF06209
STRG.6710,cobW,PF02492
STRG.28390,cobW,PF02492
STRG.41281.2,cobW,PF02492
STRG.41281.1,cobW,PF02492
STRG.39520,Cob_adeno_trans,PF01923
STRG.38548,Codanin-1_C,PF15296
STRG.23676,Codanin-1_C,PF15296
STRG.6698,COE1_DBD,PF16422
STRG.23444,COesterase,PF00135
STRG.17741,COesterase,PF00135
STRG.1120,COesterase,PF00135
STRG.33575,COesterase,PF00135
STRG.23445.1,COesterase,PF00135
STRG.1118.1,COesterase,PF00135
STRG.1117.1,COesterase,PF00135
STRG.31592.4,COesterase,PF00135
STRG.5325,COesterase,PF00135
STRG.31592.3,COesterase,PF00135
STRG.2797,COesterase,PF00135
STRG.27544.1,COesterase,PF00135
STRG.8975,COesterase,PF00135
STRG.1117,COesterase,PF00135
STRG.1118,COesterase,PF00135
STRG.23441.2,COesterase,PF00135
STRG.33574,COesterase,PF00135
STRG.23442,COesterase,PF00135
STRG.9804,COesterase,PF00135
STRG.13186,Cofac_haem_bdg,PF04187
STRG.19950,Cofilin_ADF,PF00241
STRG.22116,Cofilin_ADF,PF00241
STRG.40487,Cofilin_ADF,PF00241
STRG.30203,Cofilin_ADF,PF00241
STRG.30209,Cofilin_ADF,PF00241
STRG.30208,Cofilin_ADF,PF00241
STRG.30202,Cofilin_ADF,PF00241
STRG.13972,Cofilin_ADF,PF00241
STRG.22516,Cofilin_ADF,PF00241
STRG.4339,Cofilin_ADF,PF00241
STRG.14556,Cofilin_ADF,PF00241
STRG.9583,Cofilin_ADF,PF00241
STRG.20306,COG2,PF06148
STRG.32270,COG2,PF06148
STRG.33846,COG4,PF08318
STRG.39311,COG4,PF08318
STRG.25692,COG5,PF10392
STRG.20721,COG6,PF06419
STRG.17000,COG7,PF10191
STRG.41752,Cohesin_HEAT,PF12765
STRG.29164,Cohesin_HEAT,PF12765
STRG.43594,Cohesin_load,PF10345
STRG.4248,Coilin_N,PF15862
STRG.21214,COLFI,PF01410
STRG.12795,COLFI,PF01410
STRG.13776,COLFI,PF01410
STRG.12796,COLFI,PF01410
STRG.8638,COLFI,PF01410
STRG.36367,COLFI,PF01410
STRG.16976,COLFI,PF01410
STRG.12233,COLFI,PF01410
STRG.12801,COLFI,PF01410
STRG.21214.2,COLFI,PF01410
STRG.21167.3,COLFI,PF01410
STRG.21167.2,COLFI,PF01410
STRG.21167,COLFI,PF01410
STRG.30178,COLFI,PF01410
STRG.12805,COLFI,PF01410
STRG.7490,COLFI,PF01410
STRG.5300,COLFI,PF01410
STRG.19554,COLFI,PF01410
STRG.5302,COLFI,PF01410
STRG.5298,COLFI,PF01410
STRG.4167,COLFI,PF01410
STRG.18065,COLFI,PF01410
STRG.27751,COLFI,PF01410
STRG.20877,COLFI,PF01410
STRG.43363,COLFI,PF01410
STRG.12535,COLFI,PF01410
STRG.21277,COLFI,PF01410
STRG.12034,COLFI,PF01410
STRG.2690,COLFI,PF01410
STRG.20773,COLFI,PF01410
STRG.42198,COLFI,PF01410
STRG.4860,COLFI,PF01410
STRG.30735,COLFI,PF01410
STRG.13984,COLFI,PF01410
STRG.24648,COLFI,PF01410
STRG.33844,COLFI,PF01410
STRG.33839,COLFI,PF01410
STRG.33840,COLFI,PF01410
STRG.33859,COLFI,PF01410
STRG.21207,COLFI,PF01410
STRG.21211,COLFI,PF01410
STRG.42124,COLFI,PF01410
STRG.30181,Collagen,PF01391
STRG.38787,Collagen,PF01391
STRG.8639,Collagen,PF01391
STRG.18483,Collagen,PF01391
STRG.26570,Collagen,PF01391
STRG.36252,Collagen,PF01391
STRG.43044,Collagen,PF01391
STRG.36366,Collagen,PF01391
STRG.10751,Collagen,PF01391
STRG.27601,Collagen,PF01391
STRG.11443,Collagen,PF01391
STRG.400,Collagen,PF01391
STRG.39545.1,Collagen,PF01391
STRG.5758.3,Collagen,PF01391
STRG.39546,Collagen,PF01391
STRG.32850.1,Collagen,PF01391
STRG.41619,Collagen,PF01391
STRG.6307,Collagen,PF01391
STRG.36368,Collagen,PF01391
STRG.17395,Collagen,PF01391
STRG.33560,Collagen,PF01391
STRG.37740,Collagen,PF01391
STRG.37735,Collagen,PF01391
STRG.10751.2,Collagen,PF01391
STRG.23108,Collagen,PF01391
STRG.8639.4,Collagen,PF01391
STRG.36358,Collagen,PF01391
STRG.32873,Collagen,PF01391
STRG.19704,Collagen,PF01391
STRG.19704.9,Collagen,PF01391
STRG.19693,Collagen,PF01391
STRG.8540.2,Collagen,PF01391
STRG.19699,Collagen,PF01391
STRG.5758.6,Collagen,PF01391
STRG.5758.7,Collagen,PF01391
STRG.32850.3,Collagen,PF01391
STRG.9858,Collagen,PF01391
STRG.39250,Collagen,PF01391
STRG.30845,Collagen,PF01391
STRG.21259.1,Collagen,PF01391
STRG.5659,Collagen,PF01391
STRG.36820,Collagen,PF01391
STRG.23767,Collagen,PF01391
STRG.34320,Collagen,PF01391
STRG.15956,Collagen,PF01391
STRG.34326,Collagen,PF01391
STRG.5660,Collagen,PF01391
STRG.62,Collagen,PF01391
STRG.30847,Collagen,PF01391
STRG.11166,Collagen,PF01391
STRG.7639,Collagen,PF01391
STRG.23607,Collagen,PF01391
STRG.14912,Collagen,PF01391
STRG.6467,Collagen,PF01391
STRG.41621,Collagen,PF01391
STRG.43625,Collagen,PF01391
STRG.12233.3,Collagen,PF01391
STRG.22011,Collagen,PF01391
STRG.1071,Collagen,PF01391
STRG.18836,Collagen,PF01391
STRG.32844,Collagen,PF01391
STRG.40411,Collagen,PF01391
STRG.7991,Collagen,PF01391
STRG.22010,Collagen,PF01391
STRG.19681.2,Collagen,PF01391
STRG.40405,Collagen,PF01391
STRG.3681,Collagen,PF01391
STRG.9007,Collagen,PF01391
STRG.19688,Collagen,PF01391
STRG.1433,Collagen,PF01391
STRG.1935,Collagen,PF01391
STRG.38487,Collagen,PF01391
STRG.19702,Collagen,PF01391
STRG.9377,Collagen,PF01391
STRG.19709,Collagen,PF01391
STRG.36037.1,Collagen,PF01391
STRG.19760,Collagen,PF01391
STRG.40408,Collagen,PF01391
STRG.1070,Collagen,PF01391
STRG.40732,Collagen,PF01391
STRG.4986,Collagen,PF01391
STRG.14196,Collagen,PF01391
STRG.41670,Collagen,PF01391
STRG.34137,Collagen,PF01391
STRG.3034,Collagen,PF01391
STRG.3035.1,Collagen,PF01391
STRG.40402,Collagen,PF01391
STRG.34064,Collagen,PF01391
STRG.5767,Collagen,PF01391
STRG.13817,Collagen,PF01391
STRG.27430,Collagen,PF01391
STRG.40412,Collagen,PF01391
STRG.24434,Collagen,PF01391
STRG.18833,Collagen,PF01391
STRG.34588,Collagen,PF01391
STRG.13816,Collagen,PF01391
STRG.964,Collagen,PF01391
STRG.33145,Collagen,PF01391
STRG.27106,Collagen,PF01391
STRG.3251,Collagen,PF01391
STRG.20061,Collagen,PF01391
STRG.24749,Collagen,PF01391
STRG.24756,Collagen,PF01391
STRG.42405,Collagen,PF01391
STRG.34069,Collagen,PF01391
STRG.9294,Collagen,PF01391
STRG.19681,Collagen,PF01391
STRG.42778,Collagen,PF01391
STRG.25670,Collagen,PF01391
STRG.39735,Collagen,PF01391
STRG.36037.2,Collagen,PF01391
STRG.19678,Collagen,PF01391
STRG.17366,Collagen,PF01391
STRG.40410,Collagen,PF01391
STRG.42795,Collagen,PF01391
STRG.35314,Collagen,PF01391
STRG.27761,Collagen,PF01391
STRG.32437,Collagen,PF01391
STRG.34028,Collagen,PF01391
STRG.22004,Collagen,PF01391
STRG.23863.1,Collagen,PF01391
STRG.11016,Collagen,PF01391
STRG.35729,Collagen,PF01391
STRG.10252,Collagen,PF01391
STRG.34591,Collagen,PF01391
STRG.11163.2,Collagen,PF01391
STRG.11163.1,Collagen,PF01391
STRG.57,Collagen,PF01391
STRG.27932,Collagen,PF01391
STRG.19757.1,Collagen,PF01391
STRG.23773,Collagen,PF01391
STRG.12396,Collagen,PF01391
STRG.8480,Collagen,PF01391
STRG.39251,Collagen,PF01391
STRG.38369,Collagen,PF01391
STRG.30846,Collagen,PF01391
STRG.36037,Collagen,PF01391
STRG.36822,Collagen,PF01391
STRG.11102,Collagen,PF01391
STRG.11954,Collagen,PF01391
STRG.4352,Collagen,PF01391
STRG.1263,Collagen,PF01391
STRG.64,Collagen,PF01391
STRG.28743,Collagen,PF01391
STRG.35025,Collagen,PF01391
STRG.19109,Collagen,PF01391
STRG.1968,Collagen,PF01391
STRG.33765,Collagen,PF01391
STRG.36037.3,Collagen,PF01391
STRG.33053,Collagen,PF01391
STRG.24867,Collagen,PF01391
STRG.24868,Collagen,PF01391
STRG.38214,Collagen,PF01391
STRG.32192,Collagen,PF01391
STRG.1521,Collagen,PF01391
STRG.19502.1,Collagen,PF01391
STRG.19511,Collagen,PF01391
STRG.19512,Collagen,PF01391
STRG.35973,Collagen,PF01391
STRG.36037.6,Collagen,PF01391
STRG.22734,Collagen,PF01391
STRG.19587,Collagen,PF01391
STRG.35971,Collagen,PF01391
STRG.18820,Collagen,PF01391
STRG.24862,Collagen,PF01391
STRG.34066,Collagen,PF01391
STRG.3782,Collagen,PF01391
STRG.19506.1,Collagen,PF01391
STRG.19177,Collagen,PF01391
STRG.28935,Collagen,PF01391
STRG.36821,Collagen,PF01391
STRG.24869,Collagen,PF01391
STRG.35485,Collagen,PF01391
STRG.5723,Collagen,PF01391
STRG.28469,Collagen,PF01391
STRG.28473,Collagen,PF01391
STRG.24860,Collagen,PF01391
STRG.2026,Collagen,PF01391
STRG.19513,Collagen,PF01391
STRG.41615,Collagen,PF01391
STRG.19517,Collagen,PF01391
STRG.833,Collagen,PF01391
STRG.29411,Collagen,PF01391
STRG.19505,Collagen,PF01391
STRG.10875,Collagen,PF01391
STRG.27952.1,Collagen,PF01391
STRG.33142,Collagen,PF01391
STRG.36670,Collagen,PF01391
STRG.10313,Collagen,PF01391
STRG.38211,Collagen,PF01391
STRG.20746,Collagen,PF01391
STRG.21971,Collagen,PF01391
STRG.2022,Collagen,PF01391
STRG.13885,Collagen,PF01391
STRG.44105,Collagen,PF01391
STRG.36037.5,Collagen,PF01391
STRG.34001,Collagen,PF01391
STRG.10678,Collagen,PF01391
STRG.16576,Collagen,PF01391
STRG.37441,Collagen,PF01391
STRG.13823,Collagen,PF01391
STRG.2725,Collagen,PF01391
STRG.36704,Collagen,PF01391
STRG.61,Collagen,PF01391
STRG.6151,Collagen,PF01391
STRG.44102,Collagen,PF01391
STRG.12029,Collagen,PF01391
STRG.11165,Collagen,PF01391
STRG.40869.1,Collagen,PF01391
STRG.44103,Collagen,PF01391
STRG.14774,Collagen,PF01391
STRG.23569,Collagen,PF01391
STRG.14775,Collagen,PF01391
STRG.40178,Collagen,PF01391
STRG.35027,Collagen,PF01391
STRG.30411,Collagen,PF01391
STRG.42090,Collagen,PF01391
STRG.16350,Collagen,PF01391
STRG.37233,Collagen,PF01391
STRG.13912,Collagen,PF01391
STRG.13578,Collagen,PF01391
STRG.63,Collagen,PF01391
STRG.17495,Collagen,PF01391
STRG.28126,Collagen,PF01391
STRG.2233.1,Collagen,PF01391
STRG.30184,Collagen,PF01391
STRG.1932,Collagen,PF01391
STRG.15158,Collar,PF07484
STRG.26016,COMM_domain,PF07258
STRG.33240,COMM_domain,PF07258
STRG.973,COMM_domain,PF07258
STRG.4052,COMM_domain,PF07258
STRG.31194,COMM_domain,PF07258
STRG.7825,COMM_domain,PF07258
STRG.40016.1,COMM_domain,PF07258
STRG.40016.2,COMM_domain,PF07258
STRG.11552,COMM_domain,PF07258
STRG.40151,COMM_domain,PF07258
STRG.31200,COMM_domain,PF07258
STRG.17809,COMP,PF11598
STRG.4873,COMPASS-Shg1,PF05205
STRG.36643,Complex1_30kDa,PF00329
STRG.44018,Complex1_49kDa,PF00346
STRG.16629,Complex1_49kDa,PF00346
STRG.40307,Complex1_49kDa,PF00346
STRG.16575,Complex1_49kDa,PF00346
STRG.15380,Complex1_51K,PF01512
STRG.2168,Complex1_51K,PF01512
STRG.6020,Complex1_LYR,PF05347
STRG.15137,Complex1_LYR,PF05347
STRG.27929,Complex1_LYR,PF05347
STRG.27713,Complex1_LYR,PF05347
STRG.6018,Complex1_LYR,PF05347
STRG.32582,Complex1_LYR,PF05347
STRG.15107,Complex1_LYR,PF05347
STRG.24216,Condensation,PF00668
STRG.14426,Condensin2nSMC,PF12422
STRG.4801.1,Condensin2nSMC,PF12422
STRG.4801,Condensin2nSMC,PF12422
STRG.19711,Cons_hypoth95,PF03602
STRG.3142,Cons_hypoth95,PF03602
STRG.3564,Cons_hypoth95,PF03602
STRG.39259,Cons_hypoth95,PF03602
STRG.42611,COPIIcoated_ERV,PF07970
STRG.26062,COPIIcoated_ERV,PF07970
STRG.35859,COPIIcoated_ERV,PF07970
STRG.12092.4,Copine,PF07002
STRG.18459,Copine,PF07002
STRG.39402,Copine,PF07002
STRG.111,Coprogen_oxidas,PF01218
STRG.10369,Coprogen_oxidas,PF01218
STRG.30118.3,Coq4,PF05019
STRG.30118.7,Coq4,PF05019
STRG.30118.4,Coq4,PF05019
STRG.30118.6,Coq4,PF05019
STRG.42131,COQ7,PF03232
STRG.36637,COQ9,PF08511
STRG.40722,COR,PF16095
STRG.27495,COR,PF16095
STRG.27493,COR,PF16095
STRG.40720,COR,PF16095
STRG.11287,COR,PF16095
STRG.11283,COR,PF16095
STRG.39187,COR,PF16095
STRG.32805,COR,PF16095
STRG.32818,COR,PF16095
STRG.32802,COR,PF16095
STRG.9434,COR,PF16095
STRG.32814,COR,PF16095
STRG.24736,COR,PF16095
STRG.988,COR,PF16095
STRG.5701,COR,PF16095
STRG.983,COR,PF16095
STRG.25593,COR,PF16095
STRG.28878,COR,PF16095
STRG.33424,COR,PF16095
STRG.30243,COR,PF16095
STRG.1386,COR,PF16095
STRG.43709,COR,PF16095
STRG.10256,COR,PF16095
STRG.20189,COR,PF16095
STRG.18898,COR,PF16095
STRG.21713,COR,PF16095
STRG.28966,COR,PF16095
STRG.16445,COR,PF16095
STRG.28685,COR,PF16095
STRG.24829,COR,PF16095
STRG.16439,COR,PF16095
STRG.14218,COR,PF16095
STRG.15866,COR,PF16095
STRG.28984,COR,PF16095
STRG.29120,COR,PF16095
STRG.29092,COR,PF16095
STRG.1766,COR,PF16095
STRG.28989,COR,PF16095
STRG.1779,COR,PF16095
STRG.29114,COR,PF16095
STRG.29029,COR,PF16095
STRG.29084,COR,PF16095
STRG.9849,COR,PF16095
STRG.29025,COR,PF16095
STRG.14571,COR,PF16095
STRG.44195,COR,PF16095
STRG.10485,COR,PF16095
STRG.10047,COR,PF16095
STRG.35583,COR,PF16095
STRG.11386,COR,PF16095
STRG.32371,COR,PF16095
STRG.17498,COR,PF16095
STRG.43954,COR,PF16095
STRG.41816,COR,PF16095
STRG.9664,COR,PF16095
STRG.17502,COR,PF16095
STRG.21784,COR,PF16095
STRG.17503,COR,PF16095
STRG.9629,COR,PF16095
STRG.3180,COR,PF16095
STRG.20013,COR,PF16095
STRG.16740,COR,PF16095
STRG.21339,COR,PF16095
STRG.13075,COR,PF16095
STRG.35473,COR,PF16095
STRG.17511,COR,PF16095
STRG.32368,COR,PF16095
STRG.9656,COR,PF16095
STRG.2056,COR,PF16095
STRG.17516,COR,PF16095
STRG.40813,COR,PF16095
STRG.30084,COR,PF16095
STRG.2049,COR,PF16095
STRG.41816.1,COR,PF16095
STRG.4134,Cornichon,PF03311
STRG.22117,Cornichon,PF03311
STRG.4130,Cornichon,PF03311
STRG.9802,Cornichon,PF03311
STRG.3473.4,Cornifin,PF02389
STRG.28634,Cornifin,PF02389
STRG.7199,Cornifin,PF02389
STRG.40602,CortBP2,PF09727
STRG.1707,Costars,PF14705
STRG.12555,COX1,PF00115
STRG.5318,COX15-CtaA,PF02628
STRG.30160,COX4,PF02936
STRG.11123,COX5A,PF02284
STRG.5547,COX5B,PF01215
STRG.39503,COX6A,PF02046
STRG.34117,COX7a,PF02238
STRG.6944,COX7a,PF02238
STRG.3346,CP2,PF04516
STRG.15961,CP2,PF04516
STRG.32338,CPBP,PF02517
STRG.11505,CPL,PF08144
STRG.15722.1,Cpn10,PF00166
STRG.24021,Cpn60_TCP1,PF00118
STRG.22494,Cpn60_TCP1,PF00118
STRG.34039,Cpn60_TCP1,PF00118
STRG.5293,Cpn60_TCP1,PF00118
STRG.3575,Cpn60_TCP1,PF00118
STRG.5918,Cpn60_TCP1,PF00118
STRG.8796,Cpn60_TCP1,PF00118
STRG.8836,Cpn60_TCP1,PF00118
STRG.15723,Cpn60_TCP1,PF00118
STRG.9719,Cpn60_TCP1,PF00118
STRG.11362.1,Cpn60_TCP1,PF00118
STRG.10164,Cpn60_TCP1,PF00118
STRG.28373,Cpn60_TCP1,PF00118
STRG.8836.2,Cpn60_TCP1,PF00118
STRG.4092,Cpn60_TCP1,PF00118
STRG.30768.1,CPSase_L_D2,PF02786
STRG.30768.2,CPSase_L_D2,PF02786
STRG.26785,CPSase_L_D2,PF02786
STRG.10209,CPSase_sm_chain,PF00988
STRG.7065.2,CPSase_sm_chain,PF00988
STRG.12256,CPSase_sm_chain,PF00988
STRG.17259,CPSF_A,PF03178
STRG.41209,CPSF_A,PF03178
